source_id,source_name,source_category,source_type,target_id,target_name,target_category,target_type,relationship_type
2,Developmental Coordination Disorder,Neurodevelopmental Disorders,disorder,Autism Spectrum Disorder,Autism Spectrum Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Repetitive purposeless motor behavior,SYM_Repetitive purposeless motor behavior,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Driven seemingly compulsive quality,SYM_Driven seemingly compulsive quality,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Early developmental onset,SYM_Early developmental onset,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Interference with social functioning,SYM_Interference with social functioning,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Interference with academic activities,SYM_Interference with academic activities,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Potential self-injury risk,SYM_Potential self-injury risk,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Developmental Coordination Disorder,Developmental Coordination Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Tic Disorders,Tic Disorders,Neurodevelopmental Disorders,disorder,COMORBID_WITH
3,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Multiple motor tics,SYM_Multiple motor tics,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Vocal tics,SYM_Vocal tics,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Duration over 1 year,SYM_Duration over 1 year,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Onset before age 18,SYM_Onset before age 18,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Waxing and waning severity,SYM_Waxing and waning severity,Neurodevelopmental Disorders,symptom,HAS_SYMPTOM
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Social Anxiety Disorder,Social Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Autism Spectrum Disorder,Autism Spectrum Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
4,Tic Disorders,Neurodevelopmental Disorders,disorder,Stereotypic Movement Disorder,Stereotypic Movement Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Presence of delusions,SYM_Presence of delusions,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Non-bizarre delusions,SYM_Non-bizarre delusions,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Duration over 1 month,SYM_Duration over 1 month,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Relatively normal functioning,SYM_Relatively normal functioning,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,No major mood episodes,SYM_No major mood episodes,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Reality testing intact outside delusions,SYM_Reality testing intact outside delusions,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Schizophrenia,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,COMORBID_WITH
5,Delusional Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Delusions,SYM_Delusions,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Hallucinations,SYM_Hallucinations,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Disorganized speech,SYM_Disorganized speech,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Disorganized behavior,SYM_Disorganized behavior,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Duration less than 1 month,SYM_Duration less than 1 month,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Return to premorbid functioning,SYM_Return to premorbid functioning,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Bipolar I Disorder,Bipolar I Disorder,Bipolar and Related Disorders,disorder,COMORBID_WITH
6,Brief Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Schizophrenia,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,COMORBID_WITH
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Delusions,SYM_Delusions,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Hallucinations,SYM_Hallucinations,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Disorganized speech,SYM_Disorganized speech,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Duration between 1-6 months,SYM_Duration between 1-6 months,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Negative symptoms,SYM_Negative symptoms,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Social functioning impairment,SYM_Social functioning impairment,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Bipolar I Disorder,Bipolar I Disorder,Bipolar and Related Disorders,disorder,COMORBID_WITH
7,Schizophreniform Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Schizophrenia,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,COMORBID_WITH
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Delusions,SYM_Delusions,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Hallucinations,SYM_Hallucinations,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Disorganized speech,SYM_Disorganized speech,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Disorganized behavior,SYM_Disorganized behavior,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Negative symptoms,SYM_Negative symptoms,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Social functioning impairment,SYM_Social functioning impairment,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Duration over 6 months,SYM_Duration over 6 months,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Tobacco Use Disorder,Tobacco Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Alcohol Use Disorder,Alcohol Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,Obsessive-Compulsive and Related Disorders,disorder,COMORBID_WITH
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Panic Disorder,Panic Disorder,Anxiety Disorders,disorder,COMORBID_WITH
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Social Anxiety Disorder,Social Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
8,Schizophrenia,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Combined psychotic symptoms,SYM_Combined psychotic symptoms,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Major mood episodes,SYM_Major mood episodes,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Delusions or hallucinations,SYM_Delusions or hallucinations,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Duration over 2 weeks without mood symptoms,SYM_Duration over 2 weeks without mood symptoms,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Alcohol Use Disorder,Alcohol Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Tobacco Use Disorder,Tobacco Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Panic Disorder,Panic Disorder,Anxiety Disorders,disorder,COMORBID_WITH
9,Schizoaffective Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
10,Substance/Medication-Induced Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Drug-related delusions,SYM_Drug-related delusions,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
10,Substance/Medication-Induced Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Drug-related hallucinations,SYM_Drug-related hallucinations,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
10,Substance/Medication-Induced Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Symptoms during intoxication,SYM_Symptoms during intoxication,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
10,Substance/Medication-Induced Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Evidence of substance causation,SYM_Evidence of substance causation,Schizophrenia Spectrum and Other Psychotic Disorders,symptom,HAS_SYMPTOM
10,Substance/Medication-Induced Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Alcohol Use Disorder,Alcohol Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
10,Substance/Medication-Induced Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Tobacco Use Disorder,Tobacco Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
10,Substance/Medication-Induced Psychotic Disorder,Schizophrenia Spectrum and Other Psychotic Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Manic episodes,SYM_Manic episodes,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Elevated mood,SYM_Elevated mood,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Increased energy,SYM_Increased energy,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Decreased need for sleep,SYM_Decreased need for sleep,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Grandiosity,SYM_Grandiosity,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Racing thoughts,SYM_Racing thoughts,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Panic Disorder,Panic Disorder,Anxiety Disorders,disorder,COMORBID_WITH
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Social Anxiety Disorder,Social Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Alcohol Use Disorder,Alcohol Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Borderline Personality Disorder,Borderline Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
11,Bipolar I Disorder,Bipolar and Related Disorders,disorder,Antisocial Personality Disorder,Antisocial Personality Disorder,Personality Disorders,disorder,COMORBID_WITH
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Hypomanic episodes,SYM_Hypomanic episodes,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Depressive episodes,SYM_Depressive episodes,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Less severe mania,SYM_Less severe mania,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Mood fluctuations,SYM_Mood fluctuations,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Sleep disturbance,SYM_Sleep disturbance,Sleep-Wake Disorders,symptom,HAS_SYMPTOM
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Decreased need for sleep,SYM_Decreased need for sleep,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Social Anxiety Disorder,Social Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Specific Phobia,Specific Phobia,Anxiety Disorders,disorder,COMORBID_WITH
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Alcohol Use Disorder,Alcohol Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Anorexia Nervosa,Anorexia Nervosa,Feeding and Eating Disorders,disorder,COMORBID_WITH
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Bulimia Nervosa,Bulimia Nervosa,Feeding and Eating Disorders,disorder,COMORBID_WITH
12,Bipolar II Disorder,Bipolar and Related Disorders,disorder,Binge-Eating Disorder,Binge-Eating Disorder,Feeding and Eating Disorders,disorder,COMORBID_WITH
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,Chronic mood fluctuations,SYM_Chronic mood fluctuations,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,Hypomanic symptoms,SYM_Hypomanic symptoms,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,Depressive symptoms,SYM_Depressive symptoms,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,Duration of at least 2 years,SYM_Duration of at least 2 years,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,No major depressive episodes,SYM_No major depressive episodes,Bipolar and Related Disorders,symptom,HAS_SYMPTOM
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,Alcohol Use Disorder,Alcohol Use Disorder,Substance-Related and Addictive Disorders,disorder,COMORBID_WITH
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,Insomnia Disorder,Insomnia Disorder,Sleep-Wake Disorders,disorder,COMORBID_WITH
13,Cyclothymic Disorder,Bipolar and Related Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Severe temper outbursts,SYM_Severe temper outbursts,Depressive Disorders,symptom,HAS_SYMPTOM
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Persistent irritability,SYM_Persistent irritability,Depressive Disorders,symptom,HAS_SYMPTOM
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Onset before age 10,SYM_Onset before age 10,Depressive Disorders,symptom,HAS_SYMPTOM
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Outbursts inconsistent with development,SYM_Outbursts inconsistent with development,Depressive Disorders,symptom,HAS_SYMPTOM
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Anger between outbursts,SYM_Anger between outbursts,Depressive Disorders,symptom,HAS_SYMPTOM
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Oppositional Defiant Disorder,Oppositional Defiant Disorder,"Disruptive, Impulse-Control, and Conduct Disorders",disorder,COMORBID_WITH
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Attention-Deficit/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Major Depressive Disorder,Major Depressive Disorder,Depressive Disorders,disorder,COMORBID_WITH
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Generalized Anxiety Disorder,Generalized Anxiety Disorder,Anxiety Disorders,disorder,COMORBID_WITH
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Intermittent Explosive Disorder,Intermittent Explosive Disorder,"Disruptive, Impulse-Control, and Conduct Disorders",disorder,COMORBID_WITH
14,Disruptive Mood Dysregulation Disorder,Depressive Disorders,disorder,Autism Spectrum Disorder,Autism Spectrum Disorder,Neurodevelopmental Disorders,disorder,COMORBID_WITH
15,Major Depressive Disorder,Depressive Disorders,disorder,Depressed mood,SYM_Depressed mood,Depressive Disorders,symptom,HAS_SYMPTOM
